bnf_code,snomed_code,description,condition
0205051I0AAABAB,36739211000001105,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,36739611000001107,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,38881211000001106,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,38881311000001103,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,39415811000001103,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,39415911000001108,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,39416011000001100,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,40457511000001102,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,40457611000001103,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,41429911000001106,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,41430011000001101,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,42374311000001100,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,50211000001104,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,51511000001108,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,5625011000001106,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,5625111000001107,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,766411000001107,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,856011000001106,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,92211000001108,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,936511000001107,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,9794111000001102,Enalapril 5mg tablets,med_cvd
0205051I0AAABAB,9794211000001108,Enalapril 5mg tablets,med_cvd
0205051I0AAACAC,10405811000001102,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,10405911000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,104511000001109,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1100711000001105,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,115211000001105,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,11554111000001100,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,11554211000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,127311000001103,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,13749911000001109,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,13750111000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1439811000001102,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1439911000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1440011000001101,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1440211000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1440311000001103,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1440411000001105,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1440511000001109,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1441811000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,1442811000001108,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,15969311000001102,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,15969511000001108,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,17901611000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,17901711000001102,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,19191011000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,19191111000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,19727511000001108,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,19727611000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,21934511000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,21934611000001100,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,225811000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,23483911000001108,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,23484011000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,23881511000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,23881611000001105,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,29848511000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,29848611000001105,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,30125011000001101,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,30125111000001100,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,36609411000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,36609511000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,36739811000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,36740111000001108,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,38880611000001103,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,38880711000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,401711000001103,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,40457711000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,40457811000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,41429711000001109,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,41429811000001101,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,414411000001109,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,41613611000001108,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,41613711000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,42374011000001103,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,450811000001105,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,5625211000001101,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,5625311000001109,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,676011000001102,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,688811000001104,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,9794411000001107,Enalapril 10mg tablets,med_cvd
0205051I0AAACAC,9794511000001106,Enalapril 10mg tablets,med_cvd
0205051I0AAADAD,10406011000001104,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,10406111000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,11554311000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,11554411000001105,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1357811000001101,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1357911000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1358011000001108,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1358111000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1358211000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,13750211000001105,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,13750311000001102,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1428611000001108,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1429111000001107,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1431611000001102,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,1432111000001100,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,15969611000001107,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,15969711000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,17901811000001105,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,17901911000001100,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,19191211000001101,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,19191311000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,19727711000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,19727811000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,21934711000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,21934911000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,233511000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,23973911000001101,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,23974011000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,30125211000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,30125311000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,346311000001105,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,36610011000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,36610211000001104,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,36740411000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,36740711000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,367611000001108,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,381411000001100,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,38881011000001101,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,38881111000001100,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,38955411000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,38955811000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,40457911000001109,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,40458011000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,41613811000001107,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,41613911000001102,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,42374211000001108,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,526511000001100,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,5506511000001108,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,5506611000001107,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,5625411000001102,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,5625511000001103,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,665211000001105,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,695511000001106,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,728411000001104,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,923711000001107,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,9794611000001105,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,9794711000001101,Enalapril 20mg tablets,med_cvd
0205051I0AAADAD,988511000001101,Enalapril 20mg tablets,med_cvd
0205051I0AAAJAJ,8461211000001101,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8461511000001103,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8461711000001108,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8462011000001103,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8462111000001102,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8462211000001108,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8486211000001107,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAJAJ,8489611000001101,Enalapril 2.5mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8462311000001100,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8462411000001107,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8462611000001105,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8463011000001107,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8463111000001108,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8463411000001103,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8486511000001105,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAAPAP,8486611000001109,Enalapril 20mg/5ml oral liquid,med_cvd
0205051I0AAARAR,12254011000001107,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12254311000001105,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12254511000001104,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12254711000001109,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12254811000001101,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12254911000001106,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12293411000001106,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAARAR,12293511000001105,Enalapril 600micrograms/5ml oral liquid,med_cvd
0205051I0AAASAS,12074511000001105,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12074611000001109,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12074711000001100,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12074811000001108,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12074911000001103,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12075011000001103,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12085711000001109,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAASAS,12085811000001101,Enalapril 1mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12077611000001103,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12077711000001107,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12077811000001104,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12077911000001109,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12078011000001106,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12078111000001107,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12086311000001100,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAATAT,12086411000001107,Enalapril 3.5mg/5ml oral liquid,med_cvd
0205051I0AAAUAU,8460111000001101,Enalapril 10mg/5ml oral solution,med_cvd
0205051I0AAAUAU,8460311000001104,Enalapril 10mg/5ml oral solution,med_cvd
0205051I0AAAUAU,8460611000001109,Enalapril 10mg/5ml oral solution,med_cvd
0205051I0AAAUAU,8485711000001108,Enalapril 10mg/5ml oral solution,med_cvd
0205051I0AAAVAV,12253211000001100,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12253311000001108,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12253511000001102,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12253611000001103,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12253711000001107,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12253811000001104,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12293211000001107,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAVAV,12293311000001104,Enalapril 500micrograms/5ml oral liquid,med_cvd
0205051I0AAAWAW,12077011000001105,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12077111000001106,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12077211000001100,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12077311000001108,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12077411000001101,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12077511000001102,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12086111000001102,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAWAW,12086211000001108,Enalapril 2mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12250511000001108,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12250611000001107,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12250711000001103,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12250811000001106,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12251011000001109,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12251111000001105,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12292611000001104,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAXAX,12292711000001108,Enalapril 3.75mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12251211000001104,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12251311000001107,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12251511000001101,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12251811000001103,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12252011000001101,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12252211000001106,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12292811000001100,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAYAY,12292911000001105,Enalapril 3mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8462511000001106,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8462711000001101,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8462811000001109,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8463311000001105,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8463611000001100,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8463811000001101,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8486711000001100,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AAAZAZ,8486811000001108,Enalapril 4mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12075311000001100,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12075611000001105,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12075811000001109,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12076111000001108,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12076511000001104,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12076811000001101,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12085911000001106,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABBBB,12086011000001103,Enalapril 25mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12256211000001107,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12256311000001104,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12256411000001106,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12256511000001105,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12256611000001109,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12256711000001100,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12293811000001108,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABCBC,12293911000001103,Enalapril 7mg/5ml oral liquid,med_cvd
0205051I0AABFBF,8458511000001100,Enalapril 1.25mg/5ml oral solution,med_cvd
0205051I0AABFBF,8458611000001101,Enalapril 1.25mg/5ml oral solution,med_cvd
0205051I0AABFBF,8458811000001102,Enalapril 1.25mg/5ml oral solution,med_cvd
0205051I0AABFBF,8485511000001103,Enalapril 1.25mg/5ml oral solution,med_cvd
0205051I0AABLBL,12073911000001100,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12074011000001102,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12074111000001101,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12074211000001107,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12074311000001104,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12074411000001106,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12085511000001104,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABLBL,12085611000001100,Enalapril 12.5mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8459511000001106,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8459711000001101,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8459811000001109,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8460211000001107,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8460511000001105,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8460811000001108,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8486011000001102,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABNBN,8486111000001101,Enalapril 15mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12256811000001108,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12256911000001103,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12257011000001104,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12257411000001108,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12257711000001102,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12257911000001100,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12294011000001100,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABQBQ,12294111000001104,Enalapril 8mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12073311000001101,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12073411000001108,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12073511000001107,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12073611000001106,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12073711000001102,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12073811000001105,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12085311000001105,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABSBS,12085411000001103,Enalapril 1.5mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12072411000001104,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12072511000001100,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12072611000001101,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12073011000001104,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12073111000001103,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12073211000001109,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12085111000001108,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABTBT,12085211000001102,Enalapril 1.2mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12252311000001103,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12252411000001105,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12252511000001109,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12252711000001104,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12252911000001102,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12253011000001105,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12293011000001102,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABVBV,12293111000001101,Enalapril 40mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12255311000001109,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12255411000001102,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12255511000001103,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12255711000001108,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12255911000001105,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12256011000001102,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12293611000001109,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABWBW,12293711000001100,Enalapril 7.5mg/5ml oral liquid,med_cvd
0205051I0AABYBY,21310911000001102,Enalapril 5mg/5ml oral solution,med_cvd
0205051I0AABYBY,21311011000001105,Enalapril 5mg/5ml oral solution,med_cvd
0205051I0AABYBY,8463711000001109,Enalapril 5mg/5ml oral solution,med_cvd
0205051I0AABYBY,8463911000001106,Enalapril 5mg/5ml oral solution,med_cvd
0205051I0AABYBY,8464011000001109,Enalapril 5mg/5ml oral solution,med_cvd
0205051I0AABYBY,8486911000001103,Enalapril 5mg/5ml oral solution,med_cvd
0205051I0AABZBZ,21315511000001104,Enalapril 5mg/5ml oral suspension,med_cvd
0205051I0AABZBZ,21315611000001100,Enalapril 5mg/5ml oral suspension,med_cvd
0205051I0AABZBZ,8464111000001105,Enalapril 5mg/5ml oral suspension,med_cvd
0205051I0AABZBZ,8464211000001104,Enalapril 5mg/5ml oral suspension,med_cvd
0205051I0AABZBZ,8464311000001107,Enalapril 5mg/5ml oral suspension,med_cvd
0205051I0AABZBZ,8487011000001104,Enalapril 5mg/5ml oral suspension,med_cvd
0205051I0AACACA,32926111000001104,Enalapril 10mg/5ml oral suspension,med_cvd
0205051I0AACACA,32926311000001102,Enalapril 10mg/5ml oral suspension,med_cvd
0205051I0AACACA,8461411000001102,Enalapril 10mg/5ml oral suspension,med_cvd
0205051I0AACACA,8461811000001100,Enalapril 10mg/5ml oral suspension,med_cvd
0205051I0AACACA,8461911000001105,Enalapril 10mg/5ml oral suspension,med_cvd
0205051I0AACACA,8485811000001100,Enalapril 10mg/5ml oral suspension,med_cvd
0205051I0AACBCB,33577411000001105,Enalapril 1.25mg/5ml oral suspension,med_cvd
0205051I0AACBCB,33577511000001109,Enalapril 1.25mg/5ml oral suspension,med_cvd
0205051I0AACBCB,8459011000001103,Enalapril 1.25mg/5ml oral suspension,med_cvd
0205051I0AACBCB,8459111000001102,Enalapril 1.25mg/5ml oral suspension,med_cvd
0205051I0AACBCB,8459311000001100,Enalapril 1.25mg/5ml oral suspension,med_cvd
0205051I0AACBCB,8485611000001104,Enalapril 1.25mg/5ml oral suspension,med_cvd
0205051I0BBAAAA,1357411000001103,Innovace 2.5mg tablets,med_cvd
0205051I0BBAAAA,749611000001107,Innovace 2.5mg tablets,med_cvd
0205051I0BBABAB,1451111000001109,Innovace 5mg tablets,med_cvd
0205051I0BBABAB,730211000001104,Innovace 5mg tablets,med_cvd
0205051I0BBACAC,1441411000001101,Innovace 10mg tablets,med_cvd
0205051I0BBACAC,316111000001104,Innovace 10mg tablets,med_cvd
0205051I0BBADAD,1430111000001104,Innovace 20mg tablets,med_cvd
0205051I0BBADAD,302311000001104,Innovace 20mg tablets,med_cvd
0205051I0BEAAAA,1357511000001104,Pralenal 2.5 tablets,med_cvd
0205051I0BEAAAA,448611000001106,Pralenal 2.5 tablets,med_cvd
0205051I0BEABAB,1452311000001102,Pralenal 5 tablets,med_cvd
0205051I0BEABAB,578511000001100,Pralenal 5 tablets,med_cvd
0205051I0BEACAC,1441511000001102,Pralenal 10 tablets,med_cvd
0205051I0BEACAC,761411000001101,Pralenal 10 tablets,med_cvd
0205051I0BEADAD,1431311000001107,Pralenal 20 tablets,med_cvd
0205051I0BEADAD,508511000001105,Pralenal 20 tablets,med_cvd
0205051J0AAAAAA,10294511000001103,Fosinopril 10mg tablets,med_cvd
0205051J0AAAAAA,10294611000001104,Fosinopril 10mg tablets,med_cvd
