year,acorn_LSOA2011,rni,rni_N,rni_sa1,rni_sa1_N,rni_sa2,rni_sa2_N,rni_health_vuln,rni_health,rni_big_pc,rni_big_sa1_pc,rni_big_sa2_pc,lowEPC_pc,poverty_pc,eligibility_pc,eligibility_sa1_pc,eligibility_sa2_pc,imd_dec,imd_inc_score
2025,E01006429,1.43018251371872,408,0.700815036733581,408,1.23165913093725,315,1.00594418400375,1.00523870654065,0.0588235294117647,0.213235294117647,0.0666666666666667,0.399509803921569,0.379901960784314,0.125,0.399509803921569,0.136507936507937,1,0.373
2025,E01006430,0.840200406661175,596,0.390064032781899,596,0.713753287681222,446,1.01437365162093,1.00633149751985,0.0469798657718121,0.13758389261745,0.0515695067264574,0.216442953020134,0.380872483221477,0.0704697986577181,0.216442953020134,0.0762331838565022,1,0.364
2025,E01006431,1.03107419657743,695,0.811623877881196,695,0.995714564622324,475,1.0051283197438,0.999079109470198,0.0575539568345324,0.279136690647482,0.0736842105263158,0.460431654676259,0.17841726618705,0.0877697841726619,0.460431654676259,0.107368421052632,3,0.18
2025,E01006432,1.50995034079954,586,0.655961195529743,586,1.37881786123026,433,0.998239532808904,1.00473727881957,0.0750853242320819,0.220136518771331,0.092378752886836,0.370307167235495,0.351535836177474,0.129692832764505,0.370307167235495,0.150115473441109,1,0.339
2025,E01006433,1.04058522721976,607,0.727343480165993,607,1.05760649419994,391,1.0018629017872,1.0026654039352,0.0543657331136738,0.227347611202636,0.0716112531969309,0.415156507413509,0.199341021416804,0.0889621087314662,0.415156507413509,0.115089514066496,3,0.191
2025,E01006434,1.07317015267302,619,0.50732297393104,619,0.886037864698281,451,0.995057034026575,1.00393139213517,0.0468497576736672,0.15670436187399,0.0554323725055432,0.290791599353796,0.363489499192246,0.0936995153473344,0.290791599353796,0.0975609756097561,1,0.361
2025,E01006435,1.15678209794176,597,0.562706018699344,597,1.08410185149207,393,1.01963870655655,1.00544182117961,0.0603015075376884,0.207705192629816,0.0788804071246819,0.311557788944724,0.365159128978224,0.0988274706867672,0.311557788944724,0.11704834605598,1,0.37
2025,E01006436,0.949644126559893,568,0.427330531130905,568,0.940228566789268,413,1.00033696920948,1.00654717460709,0.0492957746478873,0.15669014084507,0.0653753026634383,0.23943661971831,0.371478873239437,0.0809859154929578,0.23943661971831,0.101694915254237,1,0.384
2025,E01006437,1.03970940716241,590,0.44529338620368,590,0.854489825907839,435,1.00756502673453,1.00592570868008,0.0508474576271187,0.133898305084746,0.0528735632183908,0.254237288135593,0.333898305084746,0.0898305084745763,0.254237288135593,0.0942528735632184,1,0.326
2025,E01006438,0.611799572395372,425,1.17918098941869,425,0.616074416093336,255,1.0203608598071,0.998388477227226,0.0352941176470588,0.44,0.0431372549019608,0.661176470588235,0.0988235294117647,0.0517647058823529,0.661176470588235,0.0666666666666667,5,0.099
2025,E01006439,1.21464374944914,671,0.885324512673397,671,1.07504124596965,424,1.00169762018035,1.00153443559897,0.0655737704918033,0.29806259314456,0.0754716981132076,0.503725782414307,0.230998509687034,0.102831594634873,0.503725782414307,0.115566037735849,2,0.22
2025,E01006440,1.71383241534241,553,0.573719615327616,553,1.57504840876141,416,1.00217994608908,1.00351241073131,0.0867992766726944,0.184448462929476,0.105769230769231,0.325497287522604,0.432188065099458,0.146473779385172,0.325497287522604,0.170673076923077,1,0.422
2025,E01006441,0.595195577326379,1163,0.467576782090108,1163,0.521272264974159,853,0.995947982870429,1.00055137607418,0.0275150472914875,0.139294926913156,0.0316529894490035,0.268271711092003,0.219260533104041,0.0515907136715391,0.268271711092003,0.0574443141852286,2,0.227
2025,E01006442,0.958817681732786,608,0.366378392458473,608,0.835281010582411,506,1.00651554339111,1.00507011674894,0.0476973684210526,0.111842105263158,0.0553359683794466,0.210526315789474,0.394736842105263,0.0822368421052632,0.210526315789474,0.0909090909090909,1,0.394
2025,E01006443,1.52914436258325,645,0.522841201464077,645,1.33936187174763,485,1.01145358244721,1.00759313279425,0.0744186046511628,0.168992248062016,0.0865979381443299,0.297674418604651,0.429457364341085,0.131782945736434,0.297674418604651,0.14639175257732,1,0.433
2025,E01006444,1.52296618527098,473,0.551396145593614,473,1.31484723008115,396,1.01260902608987,1.00536430535563,0.0845665961945032,0.200845665961945,0.095959595959596,0.308668076109937,0.416490486257928,0.128964059196617,0.308668076109937,0.141414141414141,1,0.412
2025,E01006445,1.4622467278438,493,0.560365511917541,493,1.19752456425567,384,1.0103911631752,1.00550508275364,0.0730223123732252,0.182555780933063,0.0833333333333333,0.316430020283976,0.397565922920893,0.125760649087221,0.316430020283976,0.130208333333333,1,0.406
2025,E01006446,1.82374720794074,575,0.697503566071906,575,1.55473254589,464,1.00496037159486,1.00270025254902,0.0817391304347826,0.234782608695652,0.0905172413793103,0.396521739130435,0.422608695652174,0.158260869565217,0.396521739130435,0.172413793103448,1,0.408
